step,agent_loc,target_loc,item_locs,item_times,reward,agent_load
17721,"(3, 1)","(2, 0)","[(4, 2), (4, 3)]","[8, 6]",-1,0
17722,"(3, 2)","(2, 0)","[(4, 2), (4, 3)]","[9, 7]",-1,0
17723,"(4, 2)","(2, 0)","[(4, 3)]",[8],6.5,1
17724,"(4, 1)","(2, 0)","[(4, 3), (2, 4)]","[9, 0]",-1,1
17725,"(4, 0)","(2, 0)","[(2, 4)]",[1],-1,1
17726,"(3, 0)","(2, 0)","[(2, 4), (3, 4)]","[2, 0]",-1,1
17727,"(2, 0)","(2, 0)","[(2, 4), (3, 4), (3, 3)]","[3, 1, 0]",6.5,0
17728,"(2, 1)","(2, 0)","[(2, 4), (3, 4), (3, 3)]","[4, 2, 1]",-1,0
17729,"(2, 2)","(2, 0)","[(2, 4), (3, 4), (3, 3)]","[5, 3, 2]",-1,0
17730,"(2, 3)","(2, 0)","[(2, 4), (3, 4), (3, 3)]","[6, 4, 3]",-1,0
17731,"(2, 4)","(2, 0)","[(3, 4), (3, 3)]","[5, 4]",6.5,1
17732,"(2, 3)","(2, 0)","[(3, 4), (3, 3)]","[6, 5]",-1,1
17733,"(2, 2)","(2, 0)","[(3, 4), (3, 3)]","[7, 6]",-1,1
17734,"(2, 1)","(2, 0)","[(3, 4), (3, 3)]","[8, 7]",-1,1
17735,"(2, 0)","(2, 0)","[(3, 4), (3, 3)]","[9, 8]",6.5,0
17736,"(2, 0)","(2, 0)","[(3, 3), (0, 0)]","[9, 0]",0.0,0
17737,"(1, 0)","(2, 0)","[(0, 0)]",[1],-1,0
17738,"(0, 0)","(2, 0)",[],[],6.5,1
17739,"(1, 0)","(2, 0)",[],[],-1,1
17740,"(2, 0)","(2, 0)",[],[],6.5,0
17741,"(2, 0)","(2, 0)","[(4, 4)]",[0],0.0,0
17742,"(2, 1)","(2, 0)","[(4, 4), (4, 2)]","[1, 0]",-1,0
17743,"(3, 1)","(2, 0)","[(4, 4), (4, 2), (3, 4)]","[2, 1, 0]",-1,0
17744,"(3, 2)","(2, 0)","[(4, 4), (4, 2), (3, 4)]","[3, 2, 1]",-1,0
17745,"(4, 2)","(2, 0)","[(4, 4), (3, 4)]","[4, 2]",6.5,1
17746,"(4, 1)","(2, 0)","[(4, 4), (3, 4)]","[5, 3]",-1,1
17747,"(3, 1)","(2, 0)","[(4, 4), (3, 4)]","[6, 4]",-1,1
17748,"(3, 0)","(2, 0)","[(4, 4), (3, 4)]","[7, 5]",-1,1
17749,"(2, 0)","(2, 0)","[(4, 4), (3, 4)]","[8, 6]",6.5,0
17750,"(2, 0)","(2, 0)","[(4, 4), (3, 4)]","[9, 7]",0.0,0
17751,"(2, 0)","(2, 0)","[(3, 4)]",[8],0.0,0
17752,"(2, 1)","(2, 0)","[(3, 4)]",[9],-1,0
17753,"(2, 2)","(2, 0)",[],[],-1,0
17754,"(1, 2)","(2, 0)",[],[],-1,0
17755,"(0, 2)","(2, 0)",[],[],-1,0
17756,"(0, 2)","(2, 0)","[(1, 2)]",[0],0,0
17757,"(1, 2)","(2, 0)",[],[],6.5,1
17758,"(1, 1)","(2, 0)","[(1, 3)]",[0],-1,1
17759,"(1, 0)","(2, 0)","[(1, 3)]",[1],-1,1
17760,"(2, 0)","(2, 0)","[(1, 3)]",[2],6.5,0
17761,"(2, 1)","(2, 0)","[(1, 3), (4, 3)]","[3, 0]",-1,0
17762,"(2, 2)","(2, 0)","[(1, 3), (4, 3)]","[4, 1]",-1,0
17763,"(2, 3)","(2, 0)","[(1, 3), (4, 3)]","[5, 2]",-1,0
17764,"(1, 3)","(2, 0)","[(4, 3)]",[3],6.5,1
17765,"(1, 2)","(2, 0)","[(4, 3)]",[4],-1,1
17766,"(1, 1)","(2, 0)","[(4, 3)]",[5],-1,1
17767,"(1, 0)","(2, 0)","[(4, 3)]",[6],-1,1
17768,"(2, 0)","(2, 0)","[(4, 3)]",[7],6.5,0
17769,"(2, 1)","(2, 0)","[(4, 3)]",[8],-1,0
17770,"(2, 2)","(2, 0)","[(4, 3)]",[9],-1,0
17771,"(1, 2)","(2, 0)",[],[],-1,0
17772,"(1, 3)","(2, 0)",[],[],-1,0
17773,"(0, 3)","(2, 0)",[],[],-1,0
17774,"(0, 3)","(2, 0)",[],[],0,0
17775,"(0, 3)","(2, 0)",[],[],0,0
17776,"(0, 3)","(2, 0)","[(3, 4)]",[0],0,0
17777,"(1, 3)","(2, 0)","[(3, 4), (0, 1)]","[1, 0]",-1,0
17778,"(2, 3)","(2, 0)","[(3, 4), (0, 1)]","[2, 1]",-1,0
17779,"(2, 4)","(2, 0)","[(3, 4), (0, 1), (4, 2)]","[3, 2, 0]",-1,0
17780,"(3, 4)","(2, 0)","[(0, 1), (4, 2)]","[3, 1]",6.5,1
17781,"(3, 3)","(2, 0)","[(0, 1), (4, 2), (2, 2)]","[4, 2, 0]",-1,1
17782,"(3, 2)","(2, 0)","[(0, 1), (4, 2), (2, 2)]","[5, 3, 1]",-1,1
17783,"(3, 1)","(2, 0)","[(0, 1), (4, 2), (2, 2)]","[6, 4, 2]",-1,1
17784,"(3, 0)","(2, 0)","[(0, 1), (4, 2), (2, 2)]","[7, 5, 3]",-1,1
17785,"(2, 0)","(2, 0)","[(0, 1), (4, 2), (2, 2)]","[8, 6, 4]",6.5,0
17786,"(2, 1)","(2, 0)","[(0, 1), (4, 2), (2, 2)]","[9, 7, 5]",-1,0
17787,"(2, 2)","(2, 0)","[(4, 2)]",[8],6.5,1
17788,"(2, 1)","(2, 0)","[(4, 2)]",[9],-1,1
17789,"(2, 0)","(2, 0)",[],[],6.5,0
17790,"(2, 1)","(2, 0)",[],[],-1,0
17791,"(2, 2)","(2, 0)",[],[],-1,0
17792,"(1, 2)","(2, 0)",[],[],-1,0
17793,"(0, 2)","(2, 0)",[],[],-1,0
17794,"(0, 2)","(2, 0)",[],[],0,0
17795,"(1, 2)","(2, 0)","[(2, 1), (2, 2), (4, 3)]","[0, 0, 0]",-1,0
17796,"(2, 2)","(2, 0)","[(2, 1), (4, 3)]","[1, 1]",6.5,1
17797,"(2, 1)","(2, 0)","[(2, 1), (4, 3)]","[2, 2]",-1,1
17798,"(2, 0)","(2, 0)","[(2, 1), (4, 3)]","[3, 3]",6.5,0
17799,"(2, 1)","(2, 0)","[(4, 3)]",[4],6.5,1
17800,"(3, 0)","(2, 0)",[],[],-1,0
17801,"(3, 1)","(2, 0)",[],[],-1,0
17802,"(3, 2)","(2, 0)",[],[],-1,0
17803,"(3, 2)","(2, 0)",[],[],0,0
17804,"(2, 2)","(2, 0)",[],[],-1,0
17805,"(3, 2)","(2, 0)",[],[],-1,0
17806,"(3, 2)","(2, 0)",[],[],0,0
17807,"(3, 3)","(2, 0)",[],[],-1,0
17808,"(3, 4)","(2, 0)",[],[],-1,0
17809,"(2, 4)","(2, 0)",[],[],-1,0
17810,"(2, 4)","(2, 0)",[],[],0,0
17811,"(1, 4)","(2, 0)","[(0, 3), (1, 1)]","[0, 0]",-1,0
17812,"(0, 4)","(2, 0)","[(0, 3), (1, 1)]","[1, 1]",-1,0
17813,"(1, 4)","(2, 0)","[(0, 3), (1, 1)]","[2, 2]",-1,0
17814,"(0, 4)","(2, 0)","[(0, 3), (1, 1)]","[3, 3]",-1,0
17815,"(0, 4)","(2, 0)","[(0, 3), (1, 1)]","[4, 4]",0,0
17816,"(0, 4)","(2, 0)","[(0, 3), (1, 1), (0, 4), (2, 3)]","[5, 5, 0, 0]",0,0
17817,"(0, 4)","(2, 0)","[(0, 3), (1, 1), (2, 3)]","[6, 6, 1]",7.5,1
17818,"(0, 3)","(2, 0)","[(0, 3), (1, 1), (2, 3)]","[7, 7, 2]",-1,1
17819,"(0, 2)","(2, 0)","[(0, 3), (1, 1), (2, 3)]","[8, 8, 3]",-1,1
17820,"(0, 1)","(2, 0)","[(0, 3), (1, 1), (2, 3)]","[9, 9, 4]",-1,1
17821,"(0, 0)","(2, 0)","[(2, 3)]",[5],-1,1
17822,"(1, 0)","(2, 0)","[(2, 3)]",[6],-1,1
17823,"(2, 0)","(2, 0)","[(2, 3)]",[7],6.5,0
17824,"(2, 1)","(2, 0)","[(2, 3)]",[8],-1,0
17825,"(2, 2)","(2, 0)","[(2, 3)]",[9],-1,0
17826,"(2, 3)","(2, 0)",[],[],6.5,1
17827,"(2, 2)","(2, 0)",[],[],-1,1
17828,"(2, 1)","(2, 0)","[(3, 4)]",[0],-1,1
17829,"(2, 0)","(2, 0)","[(3, 4)]",[1],6.5,0
17830,"(2, 1)","(2, 0)","[(3, 4), (4, 1)]","[2, 0]",-1,0
17831,"(3, 1)","(2, 0)","[(3, 4), (4, 1)]","[3, 1]",-1,0
17832,"(4, 1)","(2, 0)","[(3, 4)]",[4],6.5,1
17833,"(3, 1)","(2, 0)","[(3, 4)]",[5],-1,1
17834,"(3, 0)","(2, 0)","[(3, 4)]",[6],-1,1
17835,"(2, 0)","(2, 0)","[(3, 4)]",[7],6.5,0
17836,"(2, 0)","(2, 0)","[(3, 4)]",[8],0.0,0
17837,"(2, 1)","(2, 0)","[(3, 4)]",[9],-1,0
17838,"(2, 2)","(2, 0)",[],[],-1,0
17839,"(1, 2)","(2, 0)",[],[],-1,0
17840,"(1, 3)","(2, 0)",[],[],-1,0
17841,"(1, 3)","(2, 0)",[],[],0,0
17842,"(0, 3)","(2, 0)",[],[],-1,0
17843,"(0, 3)","(2, 0)","[(1, 4), (3, 2)]","[0, 0]",0,0
17844,"(0, 4)","(2, 0)","[(1, 4), (3, 2)]","[1, 1]",-1,0
17845,"(1, 4)","(2, 0)","[(3, 2)]",[2],6.5,1
17846,"(1, 3)","(2, 0)","[(3, 2)]",[3],-1,1
17847,"(1, 2)","(2, 0)","[(3, 2)]",[4],-1,1
17848,"(1, 1)","(2, 0)","[(3, 2), (0, 2)]","[5, 0]",-1,1
17849,"(1, 0)","(2, 0)","[(3, 2), (0, 2)]","[6, 1]",-1,1
17850,"(2, 0)","(2, 0)","[(3, 2), (0, 2)]","[7, 2]",6.5,0
17851,"(2, 1)","(2, 0)","[(3, 2), (0, 2)]","[8, 3]",-1,0
17852,"(2, 2)","(2, 0)","[(3, 2), (0, 2)]","[9, 4]",-1,0
17853,"(3, 2)","(2, 0)","[(0, 2)]",[5],6.5,1
17854,"(3, 1)","(2, 0)","[(0, 2)]",[6],-1,1
17855,"(3, 0)","(2, 0)","[(0, 2)]",[7],-1,1
17856,"(2, 0)","(2, 0)","[(0, 2), (0, 4)]","[8, 0]",6.5,0
17857,"(2, 1)","(2, 0)","[(0, 2), (0, 4)]","[9, 1]",-1,0
17858,"(2, 2)","(2, 0)","[(0, 4)]",[2],-1,0
17859,"(1, 2)","(2, 0)","[(0, 4)]",[3],-1,0
17860,"(1, 3)","(2, 0)","[(0, 4)]",[4],-1,0
17861,"(0, 3)","(2, 0)","[(0, 4)]",[5],-1,0
17862,"(0, 4)","(2, 0)",[],[],6.5,1
17863,"(0, 3)","(2, 0)","[(0, 2)]",[0],-1,1
17864,"(0, 2)","(2, 0)","[(0, 2)]",[1],-1,1
17865,"(0, 1)","(2, 0)","[(0, 2)]",[2],-1,1
17866,"(1, 1)","(2, 0)","[(0, 2)]",[3],-1,1
17867,"(1, 0)","(2, 0)","[(0, 2)]",[4],-1,1
17868,"(2, 0)","(2, 0)","[(0, 2)]",[5],6.5,0
17869,"(1, 0)","(2, 0)","[(0, 2)]",[6],-1,0
17870,"(1, 1)","(2, 0)","[(0, 2), (4, 4)]","[7, 0]",-1,0
17871,"(1, 2)","(2, 0)","[(0, 2), (4, 4)]","[8, 1]",-1,0
17872,"(0, 2)","(2, 0)","[(4, 4)]",[2],6.5,1
17873,"(0, 1)","(2, 0)","[(4, 4)]",[3],-1,1
17874,"(0, 0)","(2, 0)","[(4, 4)]",[4],-1,1
17875,"(1, 0)","(2, 0)","[(4, 4)]",[5],-1,1
17876,"(2, 0)","(2, 0)","[(4, 4)]",[6],6.5,0
17877,"(2, 0)","(2, 0)","[(4, 4)]",[7],0.0,0
17878,"(2, 0)","(2, 0)","[(4, 4)]",[8],0.0,0
17879,"(2, 0)","(2, 0)","[(4, 4)]",[9],0.0,0
17880,"(2, 1)","(2, 0)",[],[],-1,0
17881,"(2, 2)","(2, 0)",[],[],-1,0
17882,"(2, 3)","(2, 0)",[],[],-1,0
17883,"(1, 3)","(2, 0)","[(0, 4)]",[0],-1,0
17884,"(0, 3)","(2, 0)","[(0, 4)]",[1],-1,0
17885,"(0, 4)","(2, 0)",[],[],6.5,1
17886,"(0, 3)","(2, 0)",[],[],-1,1
17887,"(0, 2)","(2, 0)","[(4, 4)]",[0],-1,1
17888,"(0, 1)","(2, 0)","[(4, 4)]",[1],-1,1
17889,"(1, 1)","(2, 0)","[(4, 4)]",[2],-1,1
17890,"(1, 0)","(2, 0)","[(4, 4), (0, 3)]","[3, 0]",-1,1
17891,"(2, 0)","(2, 0)","[(4, 4), (0, 3), (3, 2)]","[4, 1, 0]",6.5,0
17892,"(2, 1)","(2, 0)","[(4, 4), (0, 3), (3, 2)]","[5, 2, 1]",-1,0
17893,"(2, 2)","(2, 0)","[(4, 4), (0, 3), (3, 2)]","[6, 3, 2]",-1,0
17894,"(3, 2)","(2, 0)","[(4, 4), (0, 3)]","[7, 4]",6.5,1
17895,"(3, 1)","(2, 0)","[(4, 4), (0, 3)]","[8, 5]",-1,1
17896,"(3, 0)","(2, 0)","[(4, 4), (0, 3)]","[9, 6]",-1,1
17897,"(2, 0)","(2, 0)","[(0, 3)]",[7],6.5,0
17898,"(2, 0)","(2, 0)","[(0, 3), (2, 1)]","[8, 0]",0.0,0
17899,"(2, 1)","(2, 0)","[(0, 3), (4, 4)]","[9, 0]",6.5,1
17900,"(2, 0)","(2, 0)","[(4, 4)]",[1],6.5,0
17901,"(2, 1)","(2, 0)","[(4, 4)]",[2],-1,0
17902,"(2, 0)","(2, 0)","[(4, 4)]",[3],-1.0,0
17903,"(2, 0)","(2, 0)","[(4, 4)]",[4],0.0,0
17904,"(2, 1)","(2, 0)","[(4, 4)]",[5],-1,0
17905,"(2, 0)","(2, 0)","[(4, 4)]",[6],-1.0,0
17906,"(2, 0)","(2, 0)","[(4, 4)]",[7],0.0,0
17907,"(2, 0)","(2, 0)","[(4, 4)]",[8],0.0,0
17908,"(2, 0)","(2, 0)","[(4, 4)]",[9],0.0,0
17909,"(2, 0)","(2, 0)",[],[],0.0,0
17910,"(2, 1)","(2, 0)","[(3, 1)]",[0],-1,0
17911,"(3, 1)","(2, 0)",[],[],6.5,1
17912,"(3, 0)","(2, 0)",[],[],-1,1
17913,"(2, 0)","(2, 0)",[],[],6.5,0
17914,"(2, 1)","(2, 0)",[],[],-1,0
17915,"(2, 1)","(2, 0)",[],[],0,0
17916,"(2, 0)","(2, 0)",[],[],-1.0,0
17917,"(3, 0)","(2, 0)",[],[],-1,0
17918,"(3, 0)","(2, 0)","[(0, 3)]",[0],0,0
17919,"(2, 0)","(2, 0)","[(0, 3)]",[1],-1.0,0
17920,"(1, 0)","(2, 0)","[(0, 3)]",[2],-1,0
17921,"(1, 1)","(2, 0)","[(0, 3)]",[3],-1,0
17922,"(1, 2)","(2, 0)","[(0, 3)]",[4],-1,0
17923,"(0, 2)","(2, 0)","[(0, 3), (1, 4)]","[5, 0]",-1,0
17924,"(0, 3)","(2, 0)","[(1, 4)]",[1],6.5,1
17925,"(0, 2)","(2, 0)","[(1, 4)]",[2],-1,1
17926,"(0, 1)","(2, 0)","[(1, 4)]",[3],-1,1
17927,"(1, 1)","(2, 0)","[(1, 4)]",[4],-1,1
17928,"(1, 0)","(2, 0)","[(1, 4)]",[5],-1,1
17929,"(2, 0)","(2, 0)","[(1, 4), (2, 4)]","[6, 0]",6.5,0
17930,"(2, 1)","(2, 0)","[(1, 4), (2, 4)]","[7, 1]",-1,0
17931,"(2, 2)","(2, 0)","[(1, 4), (2, 4), (1, 3), (4, 4)]","[8, 2, 0, 0]",-1,0
17932,"(2, 3)","(2, 0)","[(1, 4), (2, 4), (1, 3), (4, 4), (3, 3)]","[9, 3, 1, 1, 0]",-1,0
17933,"(2, 4)","(2, 0)","[(1, 3), (4, 4), (3, 3)]","[2, 2, 1]",6.5,1
17934,"(2, 3)","(2, 0)","[(1, 3), (4, 4), (3, 3)]","[3, 3, 2]",-1,1
17935,"(2, 2)","(2, 0)","[(1, 3), (4, 4), (3, 3), (0, 2), (4, 3)]","[4, 4, 3, 0, 0]",-1,1
17936,"(2, 1)","(2, 0)","[(1, 3), (4, 4), (3, 3), (0, 2), (4, 3)]","[5, 5, 4, 1, 1]",-1,1
17937,"(2, 0)","(2, 0)","[(1, 3), (4, 4), (3, 3), (0, 2), (4, 3)]","[6, 6, 5, 2, 2]",6.5,0
17938,"(2, 1)","(2, 0)","[(1, 3), (4, 4), (3, 3), (0, 2), (4, 3)]","[7, 7, 6, 3, 3]",-1,0
17939,"(2, 2)","(2, 0)","[(1, 3), (4, 4), (3, 3), (0, 2), (4, 3), (2, 1)]","[8, 8, 7, 4, 4, 0]",-1,0
17940,"(2, 1)","(2, 0)","[(1, 3), (4, 4), (3, 3), (0, 2), (4, 3)]","[9, 9, 8, 5, 5]",6.5,1
17941,"(2, 0)","(2, 0)","[(3, 3), (0, 2), (4, 3)]","[9, 6, 6]",6.5,0
17942,"(2, 1)","(2, 0)","[(0, 2), (4, 3)]","[7, 7]",-1,0
17943,"(1, 1)","(2, 0)","[(0, 2), (4, 3)]","[8, 8]",-1,0
17944,"(0, 1)","(2, 0)","[(0, 2), (4, 3)]","[9, 9]",-1,0
17945,"(0, 2)","(2, 0)",[],[],6.5,1
17946,"(0, 1)","(2, 0)",[],[],-1,1
17947,"(0, 0)","(2, 0)",[],[],-1,1
17948,"(1, 0)","(2, 0)","[(3, 4)]",[0],-1,1
17949,"(2, 0)","(2, 0)","[(3, 4)]",[1],6.5,0
17950,"(2, 1)","(2, 0)","[(3, 4)]",[2],-1,0
17951,"(2, 2)","(2, 0)","[(3, 4)]",[3],-1,0
17952,"(2, 3)","(2, 0)","[(3, 4)]",[4],-1,0
17953,"(2, 4)","(2, 0)","[(3, 4), (1, 4)]","[5, 0]",-1,0
17954,"(3, 4)","(2, 0)","[(1, 4)]",[1],6.5,1
17955,"(3, 3)","(2, 0)","[(1, 4)]",[2],-1,1
17956,"(3, 2)","(2, 0)","[(1, 4)]",[3],-1,1
17957,"(3, 1)","(2, 0)","[(1, 4), (1, 3)]","[4, 0]",-1,1
17958,"(2, 1)","(2, 0)","[(1, 4), (1, 3)]","[5, 1]",-1,1
17959,"(2, 0)","(2, 0)","[(1, 4), (1, 3)]","[6, 2]",6.5,0
17960,"(2, 1)","(2, 0)","[(1, 4), (1, 3)]","[7, 3]",-1,0
17961,"(2, 2)","(2, 0)","[(1, 4), (1, 3)]","[8, 4]",-1,0
17962,"(1, 2)","(2, 0)","[(1, 4), (1, 3)]","[9, 5]",-1,0
17963,"(1, 3)","(2, 0)",[],[],6.5,1
17964,"(1, 2)","(2, 0)",[],[],-1,1
17965,"(1, 1)","(2, 0)",[],[],-1,1
17966,"(1, 0)","(2, 0)",[],[],-1,1
17967,"(2, 0)","(2, 0)","[(2, 3)]",[0],6.5,0
17968,"(2, 1)","(2, 0)","[(2, 3)]",[1],-1,0
17969,"(2, 2)","(2, 0)","[(2, 3)]",[2],-1,0
17970,"(2, 3)","(2, 0)",[],[],6.5,1
17971,"(2, 2)","(2, 0)",[],[],-1,1
17972,"(2, 1)","(2, 0)",[],[],-1,1
17973,"(2, 0)","(2, 0)",[],[],6.5,0
17974,"(2, 0)","(2, 0)","[(2, 4)]",[0],0.0,0
17975,"(2, 1)","(2, 0)","[(2, 4)]",[1],-1,0
17976,"(2, 2)","(2, 0)","[(2, 4)]",[2],-1,0
17977,"(2, 3)","(2, 0)","[(2, 4)]",[3],-1,0
17978,"(2, 4)","(2, 0)",[],[],6.5,1
17979,"(2, 3)","(2, 0)",[],[],-1,1
17980,"(2, 2)","(2, 0)",[],[],-1,1
17981,"(2, 1)","(2, 0)",[],[],-1,1
17982,"(2, 0)","(2, 0)",[],[],6.5,0
17983,"(2, 0)","(2, 0)",[],[],0.0,0
17984,"(2, 0)","(2, 0)",[],[],0.0,0
17985,"(2, 0)","(2, 0)",[],[],0.0,0
17986,"(2, 0)","(2, 0)","[(0, 3)]",[0],0.0,0
17987,"(1, 0)","(2, 0)","[(0, 3)]",[1],-1,0
17988,"(1, 1)","(2, 0)","[(0, 3)]",[2],-1,0
17989,"(1, 2)","(2, 0)","[(0, 3), (4, 0)]","[3, 0]",-1,0
17990,"(1, 3)","(2, 0)","[(0, 3), (4, 0)]","[4, 1]",-1,0
17991,"(0, 3)","(2, 0)","[(4, 0)]",[2],6.5,1
17992,"(0, 2)","(2, 0)","[(4, 0), (3, 3)]","[3, 0]",-1,1
17993,"(0, 1)","(2, 0)","[(4, 0), (3, 3), (2, 2)]","[4, 1, 0]",-1,1
17994,"(1, 1)","(2, 0)","[(4, 0), (3, 3), (2, 2)]","[5, 2, 1]",-1,1
17995,"(1, 0)","(2, 0)","[(4, 0), (3, 3), (2, 2)]","[6, 3, 2]",-1,1
17996,"(1, 0)","(2, 0)","[(4, 0), (3, 3), (2, 2)]","[7, 4, 3]",0,1
17997,"(2, 0)","(2, 0)","[(4, 0), (3, 3), (2, 2)]","[8, 5, 4]",6.5,0
17998,"(3, 0)","(2, 0)","[(4, 0), (3, 3), (2, 2)]","[9, 6, 5]",-1,0
17999,"(4, 0)","(2, 0)","[(3, 3), (2, 2)]","[7, 6]",6.5,1
18000,"(2, 1)","(2, 0)",[],[],-1,0
18001,"(2, 1)","(2, 0)",[],[],0,0
18002,"(1, 1)","(2, 0)","[(1, 4)]",[0],-1,0
18003,"(1, 2)","(2, 0)","[(1, 4)]",[1],-1,0
18004,"(1, 3)","(2, 0)","[(1, 4)]",[2],-1,0
18005,"(1, 4)","(2, 0)",[],[],6.5,1
18006,"(1, 3)","(2, 0)",[],[],-1,1
18007,"(1, 2)","(2, 0)",[],[],-1,1
18008,"(1, 1)","(2, 0)",[],[],-1,1
18009,"(1, 0)","(2, 0)",[],[],-1,1
18010,"(2, 0)","(2, 0)","[(3, 3)]",[0],6.5,0
18011,"(2, 1)","(2, 0)","[(3, 3)]",[1],-1,0
18012,"(2, 2)","(2, 0)","[(3, 3)]",[2],-1,0
18013,"(2, 3)","(2, 0)","[(3, 3)]",[3],-1,0
18014,"(3, 3)","(2, 0)",[],[],6.5,1
18015,"(3, 2)","(2, 0)",[],[],-1,1
18016,"(3, 1)","(2, 0)","[(1, 1)]",[0],-1,1
18017,"(3, 0)","(2, 0)","[(1, 1), (4, 1)]","[1, 0]",-1,1
18018,"(2, 0)","(2, 0)","[(1, 1), (4, 1)]","[2, 1]",6.5,0
18019,"(1, 0)","(2, 0)","[(1, 1), (4, 1)]","[3, 2]",-1,0
18020,"(1, 1)","(2, 0)","[(4, 1)]",[3],6.5,1
18021,"(1, 0)","(2, 0)","[(4, 1)]",[4],-1,1
18022,"(2, 0)","(2, 0)","[(4, 1), (1, 4)]","[5, 0]",6.5,0
18023,"(3, 0)","(2, 0)","[(4, 1), (1, 4)]","[6, 1]",-1,0
18024,"(4, 0)","(2, 0)","[(4, 1), (1, 4)]","[7, 2]",-1,0
18025,"(4, 1)","(2, 0)","[(1, 4)]",[3],6.5,1
18026,"(3, 1)","(2, 0)","[(1, 4)]",[4],-1,1
18027,"(3, 0)","(2, 0)","[(1, 4)]",[5],-1,1
18028,"(2, 0)","(2, 0)","[(1, 4)]",[6],6.5,0
18029,"(2, 1)","(2, 0)","[(1, 4)]",[7],-1,0
18030,"(2, 2)","(2, 0)","[(1, 4)]",[8],-1,0
18031,"(3, 2)","(2, 0)","[(1, 4)]",[9],-1,0
18032,"(3, 3)","(2, 0)",[],[],-1,0
18033,"(2, 3)","(2, 0)",[],[],-1,0
18034,"(1, 3)","(2, 0)",[],[],-1,0
18035,"(0, 3)","(2, 0)",[],[],-1,0
18036,"(0, 3)","(2, 0)",[],[],0,0
18037,"(0, 3)","(2, 0)",[],[],0,0
18038,"(0, 3)","(2, 0)",[],[],0,0
18039,"(0, 2)","(2, 0)",[],[],-1,0
18040,"(0, 2)","(2, 0)","[(3, 1)]",[0],0,0
18041,"(1, 2)","(2, 0)","[(3, 1)]",[1],-1,0
18042,"(2, 2)","(2, 0)","[(3, 1)]",[2],-1,0
18043,"(3, 2)","(2, 0)","[(3, 1)]",[3],-1,0
18044,"(3, 1)","(2, 0)",[],[],6.5,1
18045,"(3, 0)","(2, 0)","[(4, 4)]",[0],-1,1
18046,"(2, 0)","(2, 0)","[(4, 4)]",[1],6.5,0
18047,"(2, 1)","(2, 0)","[(4, 4), (3, 2)]","[2, 0]",-1,0
18048,"(2, 2)","(2, 0)","[(4, 4), (3, 2)]","[3, 1]",-1,0
18049,"(3, 2)","(2, 0)","[(4, 4)]",[4],6.5,1
18050,"(3, 1)","(2, 0)","[(4, 4)]",[5],-1,1
18051,"(3, 0)","(2, 0)","[(4, 4), (2, 4)]","[6, 0]",-1,1
18052,"(2, 0)","(2, 0)","[(4, 4), (2, 4)]","[7, 1]",6.5,0
18053,"(2, 1)","(2, 0)","[(4, 4), (2, 4)]","[8, 2]",-1,0
18054,"(2, 2)","(2, 0)","[(4, 4), (2, 4)]","[9, 3]",-1,0
18055,"(2, 3)","(2, 0)","[(2, 4)]",[4],-1,0
18056,"(2, 4)","(2, 0)","[(3, 3)]",[0],6.5,1
18057,"(2, 3)","(2, 0)","[(3, 3)]",[1],-1,1
18058,"(2, 2)","(2, 0)","[(3, 3)]",[2],-1,1
18059,"(2, 1)","(2, 0)","[(3, 3)]",[3],-1,1
18060,"(2, 0)","(2, 0)","[(3, 3)]",[4],6.5,0
18061,"(2, 1)","(2, 0)","[(3, 3)]",[5],-1,0
18062,"(2, 2)","(2, 0)","[(3, 3)]",[6],-1,0
18063,"(2, 3)","(2, 0)","[(3, 3), (3, 2)]","[7, 0]",-1,0
18064,"(3, 3)","(2, 0)","[(3, 2)]",[1],6.5,1
18065,"(3, 2)","(2, 0)","[(3, 2)]",[2],-1,1
18066,"(3, 1)","(2, 0)","[(3, 2)]",[3],-1,1
18067,"(3, 0)","(2, 0)","[(3, 2)]",[4],-1,1
18068,"(2, 0)","(2, 0)","[(3, 2)]",[5],6.5,0
18069,"(2, 1)","(2, 0)","[(3, 2)]",[6],-1,0
18070,"(2, 2)","(2, 0)","[(3, 2)]",[7],-1,0
18071,"(3, 2)","(2, 0)",[],[],6.5,1
18072,"(3, 1)","(2, 0)",[],[],-1,1
18073,"(3, 0)","(2, 0)",[],[],-1,1
18074,"(2, 0)","(2, 0)","[(2, 1)]",[0],6.5,0
18075,"(2, 1)","(2, 0)",[],[],6.5,1
18076,"(2, 0)","(2, 0)",[],[],6.5,0
18077,"(2, 0)","(2, 0)",[],[],0.0,0
18078,"(2, 1)","(2, 0)",[],[],-1,0
18079,"(2, 2)","(2, 0)","[(3, 0), (4, 4)]","[0, 0]",-1,0
18080,"(2, 1)","(2, 0)","[(3, 0), (4, 4)]","[1, 1]",-1,0
18081,"(3, 1)","(2, 0)","[(3, 0), (4, 4)]","[2, 2]",-1,0
18082,"(3, 0)","(2, 0)","[(4, 4)]",[3],6.5,1
18083,"(2, 0)","(2, 0)","[(4, 4), (3, 2)]","[4, 0]",6.5,0
18084,"(2, 1)","(2, 0)","[(4, 4), (3, 2)]","[5, 1]",-1,0
18085,"(2, 2)","(2, 0)","[(4, 4), (3, 2)]","[6, 2]",-1,0
18086,"(3, 2)","(2, 0)","[(4, 4)]",[7],6.5,1
18087,"(3, 1)","(2, 0)","[(4, 4)]",[8],-1,1
