step,agent_loc,target_loc,item_locs,item_times,reward,agent_load,action_probs
904,"(2, 0)","(2, 0)","[(4, 4), (2, 2)]","[6, 2]",21.5,0,"[0.000263811118202284, 0.004848960787057877, 0.6485236883163452, 0.34633108973503113, 3.246685810154304e-05]"
905,"(3, 0)","(2, 0)","[(4, 4), (2, 2)]","[7, 3]",-1,0,"[9.328754094894975e-05, 0.3226226270198822, 0.6769186854362488, 0.0003630210703704506, 2.327183892703033e-06]"
906,"(2, 0)","(2, 0)","[(4, 4), (2, 2)]","[8, 4]",-1.0,0,"[0.000263811118202284, 0.004848960787057877, 0.6485236883163452, 0.34633108973503113, 3.246685810154304e-05]"
907,"(2, 1)","(2, 0)","[(4, 4), (2, 2)]","[9, 5]",-1,0,"[3.1025574571685866e-05, 8.535887172911316e-05, 0.9943915009498596, 0.005490540526807308, 1.539033519293298e-06]"
908,"(2, 2)","(2, 0)",[],[],6.5,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
909,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
910,"(2, 0)","(2, 0)",[],[],6.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
911,"(3, 0)","(2, 0)",[],[],-1,0,"[0.00021595542784780264, 0.21435905992984772, 0.7812293767929077, 0.004188495688140392, 7.12338623998221e-06]"
912,"(3, 1)","(2, 0)","[(2, 2)]",[0],-1,0,"[3.40280203090515e-05, 0.4278091490268707, 0.5721492767333984, 6.292498255788814e-06, 1.2228755394971813e-06]"
913,"(3, 2)","(2, 0)","[(2, 2)]",[1],-1,0,"[7.715113315498456e-05, 0.9993434548377991, 0.0005558938137255609, 5.455021891975775e-07, 2.289906478836201e-05]"
914,"(2, 2)","(2, 0)","[(2, 3)]",[0],6.5,1,"[1.1421755516494159e-05, 1.566250489304366e-06, 0.9996309280395508, 0.000356040196493268, 3.7089815663193804e-08]"
915,"(2, 3)","(2, 0)",[],[],6.5,2,"[1.8744788121694e-06, 2.665878491825424e-05, 5.3536117761154856e-09, 1.9479575712466612e-05, 0.999951958656311]"
916,"(2, 2)","(2, 0)",[],[],-1,2,"[5.775971771981858e-07, 1.1044322491216008e-05, 4.356797589366579e-09, 2.3441225494025275e-05, 0.9999649524688721]"
917,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
918,"(2, 0)","(2, 0)","[(1, 4)]",[0],14.0,0,"[0.0005932791973464191, 0.13765794038772583, 0.829594075679779, 0.032129835337400436, 2.4888648113119416e-05]"
919,"(2, 1)","(2, 0)","[(1, 4)]",[1],-1,0,"[0.00012256631453055888, 0.08555328845977783, 0.913356363773346, 0.0009659964125603437, 1.8038703046840965e-06]"
920,"(2, 2)","(2, 0)","[(1, 4)]",[2],-1,0,"[2.488117024768144e-05, 0.015345263294875622, 0.9846261143684387, 3.751092663151212e-06, 3.6555110938252255e-08]"
921,"(2, 3)","(2, 0)","[(1, 4)]",[3],-1,0,"[0.0008267632219940424, 0.32690876722335815, 0.6722640991210938, 2.668331546828995e-07, 1.9997615652300738e-07]"
922,"(2, 4)","(2, 0)","[(1, 4)]",[4],-1,0,"[0.006125816144049168, 0.9933410286903381, 0.0005014928174205124, 3.0045896437513875e-07, 3.13049167743884e-05]"
923,"(1, 4)","(2, 0)",[],[],6.5,1,"[0.00023744696227367967, 3.546125299180858e-05, 9.941618372977246e-07, 0.017018936574459076, 0.9827070832252502]"
924,"(1, 3)","(2, 0)",[],[],-1,1,"[0.00011449048179201782, 1.0117088095284998e-05, 1.435027343177353e-06, 0.06234578415751457, 0.937528133392334]"
925,"(1, 2)","(2, 0)",[],[],-1,1,"[2.912126001319848e-05, 8.122572126012528e-07, 4.3741019908338785e-06, 0.5889999270439148, 0.4109657406806946]"
926,"(2, 2)","(2, 0)","[(3, 4)]",[0],-1,1,"[5.499318376678275e-06, 2.005660171278123e-08, 0.7507540583610535, 0.24924039840698242, 2.5339078391084513e-08]"
927,"(3, 2)","(2, 0)","[(3, 4)]",[1],-1,1,"[7.109476428013295e-06, 1.4831984117336106e-05, 0.9984945058822632, 0.0014836201444268227, 3.989838859297379e-08]"
928,"(3, 3)","(2, 0)","[(3, 4)]",[2],-1,1,"[6.395029049599543e-05, 8.466678082186263e-06, 0.9984557628631592, 0.0014711415860801935, 7.557553090009606e-07]"
929,"(3, 4)","(2, 0)","[(0, 1)]",[0],6.5,2,"[1.2298370165808592e-05, 0.99284428358078, 4.009773704183317e-07, 2.29442438381966e-08, 0.007142954971641302]"
930,"(2, 4)","(2, 0)","[(0, 1)]",[1],-1,2,"[7.139605440897867e-05, 0.7935003042221069, 7.304066116375907e-07, 3.677902213894413e-07, 0.2064271867275238]"
931,"(1, 4)","(2, 0)","[(0, 1)]",[2],-1,2,"[4.0862309106159955e-05, 0.02904718555510044, 3.100634273778269e-07, 3.519553956721211e-06, 0.9709081053733826]"
932,"(1, 3)","(2, 0)","[(0, 1)]",[3],-1,2,"[4.2048890463775024e-05, 0.11684867739677429, 1.011657104754704e-06, 1.9553422134777065e-06, 0.8831062912940979]"
933,"(1, 2)","(2, 0)","[(0, 1)]",[4],-1,2,"[8.081021951511502e-05, 0.5627068281173706, 1.6136862541316077e-05, 1.4578931768483017e-06, 0.4371947944164276]"
934,"(0, 2)","(2, 0)","[(0, 1)]",[5],-1,2,"[0.0003026047197636217, 0.0016606334829702973, 0.00020079826936125755, 0.011203560046851635, 0.9866324067115784]"
935,"(0, 1)","(2, 0)",[],[],6.5,3,"[6.040428957021504e-07, 2.513055596953251e-10, 0.000743117299862206, 0.9992520213127136, 4.336729034548625e-06]"
936,"(1, 1)","(2, 0)",[],[],-1,3,"[4.999035354558146e-06, 1.0044804987785483e-08, 3.227288834750652e-05, 0.9984447360038757, 0.0015180105110630393]"
937,"(2, 1)","(2, 0)","[(4, 3)]",[0],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
938,"(2, 0)","(2, 0)","[(4, 3)]",[1],21.5,0,"[8.174495633284096e-06, 6.536768069054233e-07, 0.14849798381328583, 0.8514918088912964, 1.2717194977085455e-06]"
939,"(3, 0)","(2, 0)","[(4, 3)]",[2],-1,0,"[2.860025233530905e-05, 2.5067231035791337e-05, 0.15209224820137024, 0.847848653793335, 5.354894710762892e-06]"
940,"(4, 0)","(2, 0)","[(4, 3)]",[3],-1,0,"[0.0002498462563380599, 0.005824685096740723, 0.7471060156822205, 0.24678769707679749, 3.1664396374253556e-05]"
941,"(4, 1)","(2, 0)","[(4, 3)]",[4],-1,0,"[6.606352690141648e-05, 0.0007282512378878891, 0.9754456281661987, 0.02375376969575882, 6.261307589738863e-06]"
942,"(4, 2)","(2, 0)","[(4, 3)]",[5],-1,0,"[8.31691941129975e-05, 0.0001955146435648203, 0.9922546148300171, 0.007447667419910431, 1.906980833155103e-05]"
943,"(4, 3)","(2, 0)",[],[],6.5,1,"[5.956737368251197e-05, 0.963374674320221, 4.4528925968734256e-07, 4.7141807613115816e-07, 0.03656480833888054]"
944,"(3, 3)","(2, 0)",[],[],-1,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
945,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
946,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
947,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
948,"(2, 0)","(2, 0)","[(1, 4)]",[0],6.5,0,"[0.0005932791973464191, 0.13765794038772583, 0.829594075679779, 0.032129835337400436, 2.4888648113119416e-05]"
949,"(2, 1)","(2, 0)","[(1, 4)]",[1],-1,0,"[0.00012256631453055888, 0.08555328845977783, 0.913356363773346, 0.0009659964125603437, 1.8038703046840965e-06]"
950,"(2, 2)","(2, 0)","[(1, 4)]",[2],-1,0,"[2.488117024768144e-05, 0.015345263294875622, 0.9846261143684387, 3.751092663151212e-06, 3.6555110938252255e-08]"
951,"(2, 3)","(2, 0)","[(1, 4), (0, 4)]","[3, 0]",-1,0,"[0.0008267632219940424, 0.32690876722335815, 0.6722640991210938, 2.668331546828995e-07, 1.9997615652300738e-07]"
952,"(1, 3)","(2, 0)","[(1, 4), (0, 4)]","[4, 1]",-1,0,"[0.0006840130081400275, 1.0823034244822338e-05, 0.9992251396179199, 8.003724360605702e-05, 3.269677151251926e-08]"
953,"(1, 4)","(2, 0)","[(0, 4)]",[2],6.5,1,"[0.00033950633951462805, 0.9992632269859314, 0.0003153866564389318, 8.644227733611842e-08, 8.187739149434492e-05]"
954,"(0, 4)","(2, 0)","[(0, 3), (2, 3)]","[0, 0]",6.5,2,"[0.0048983097076416016, 0.06193456053733826, 0.001533019938506186, 0.016148706898093224, 0.9154853820800781]"
955,"(0, 3)","(2, 0)","[(2, 3)]",[1],6.5,3,"[5.72884800931206e-06, 6.649845829542755e-08, 4.800009264727123e-05, 0.9953604340553284, 0.004585668910294771]"
956,"(1, 3)","(2, 0)","[(2, 3)]",[2],-1,3,"[2.230568861705251e-05, 5.547244199988199e-06, 3.799411160798627e-06, 0.09137521684169769, 0.9085931181907654]"
957,"(2, 3)","(2, 0)","[(2, 3)]",[3],-1,3,"[9.65014692155819e-07, 1.692338628345169e-05, 1.5497406025133387e-08, 3.327142258058302e-05, 0.9999488592147827]"
958,"(2, 2)","(2, 0)","[(2, 3)]",[4],-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
959,"(2, 1)","(2, 0)","[(2, 3)]",[5],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
960,"(2, 0)","(2, 0)","[(2, 3)]",[6],21.5,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
961,"(2, 1)","(2, 0)","[(2, 3)]",[7],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
962,"(2, 2)","(2, 0)","[(2, 3)]",[8],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
963,"(2, 3)","(2, 0)",[],[],6.5,1,"[2.2416876163333654e-05, 0.00011648797226371244, 1.024248685865814e-08, 4.6489749365719035e-05, 0.9998145699501038]"
964,"(2, 2)","(2, 0)",[],[],-1,1,"[5.011359007767169e-06, 3.404098970349878e-05, 2.9339652929394333e-09, 2.7089836294180714e-05, 0.9999338388442993]"
965,"(2, 1)","(2, 0)","[(2, 4)]",[0],-1,1,"[5.521999264601618e-05, 0.00022291253844741732, 0.9568387269973755, 0.042883049696683884, 1.46089462305099e-07]"
966,"(3, 1)","(2, 0)","[(2, 4), (4, 3)]","[1, 0]",-1,1,"[7.387169716821518e-06, 3.2279342576657655e-07, 0.3500351905822754, 0.6499567031860352, 2.7760242460317386e-07]"
967,"(4, 1)","(2, 0)","[(2, 4), (4, 3)]","[2, 1]",-1,1,"[4.017038372694515e-05, 0.0005591338267549872, 0.9857024550437927, 0.013695529662072659, 2.717879169722437e-06]"
968,"(4, 2)","(2, 0)","[(2, 4), (4, 3)]","[3, 2]",-1,1,"[5.763934677815996e-05, 0.00017807890253607184, 0.993937611579895, 0.005812439601868391, 1.4171437214827165e-05]"
969,"(4, 3)","(2, 0)","[(2, 4)]",[4],6.5,2,"[1.0828051017597318e-05, 0.9880020618438721, 0.011984944343566895, 1.713387121071719e-08, 2.0987911284464644e-06]"
970,"(3, 3)","(2, 0)","[(2, 4)]",[5],-1,2,"[0.00018514473049435765, 0.11815895140171051, 0.8816355466842651, 6.234069132915465e-06, 1.4203129467205144e-05]"
971,"(3, 4)","(2, 0)","[(2, 4)]",[6],-1,2,"[0.0011794182937592268, 0.988865315914154, 0.007606821600347757, 1.0810993444465566e-05, 0.0023376301396638155]"
972,"(2, 4)","(2, 0)",[],[],6.5,3,"[2.156647497031372e-06, 3.7049376260256395e-05, 1.5049236523623222e-08, 2.797095112327952e-05, 0.9999327659606934]"
973,"(2, 3)","(2, 0)","[(4, 3)]",[0],-1,3,"[9.65014692155819e-07, 1.692338628345169e-05, 1.5497406025133387e-08, 3.327142258058302e-05, 0.9999488592147827]"
974,"(2, 2)","(2, 0)","[(4, 3), (1, 4), (2, 1)]","[1, 0, 0]",-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
975,"(2, 1)","(2, 0)","[(4, 3), (1, 4), (2, 1)]","[2, 1, 1]",-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
976,"(2, 0)","(2, 0)","[(4, 3), (1, 4), (2, 1)]","[3, 2, 2]",21.5,0,"[0.0003339794056955725, 0.008175168186426163, 0.8798049092292786, 0.11163543164730072, 5.041368422098458e-05]"
977,"(2, 1)","(2, 0)","[(4, 3), (1, 4)]","[4, 3]",6.5,1,"[1.4652654272140353e-06, 4.104097950374808e-09, 0.448192834854126, 0.5518057346343994, 2.1155614149392932e-08]"
978,"(3, 1)","(2, 0)","[(4, 3), (1, 4)]","[5, 4]",-1,1,"[7.387169716821518e-06, 3.2279342576657655e-07, 0.3500351905822754, 0.6499567031860352, 2.7760242460317386e-07]"
979,"(3, 2)","(2, 0)","[(4, 3), (1, 4)]","[6, 5]",-1,1,"[4.698954853665782e-06, 8.84891715458025e-09, 0.36934229731559753, 0.6306523084640503, 7.123166483324894e-07]"
980,"(3, 3)","(2, 0)","[(4, 3), (1, 4), (0, 2)]","[7, 6, 0]",-1,1,"[1.6193860574276187e-05, 2.839160684331432e-09, 0.0026377339381724596, 0.997307300567627, 3.8741167372791097e-05]"
981,"(4, 3)","(2, 0)","[(1, 4), (0, 2)]","[7, 1]",6.5,2,"[1.252489823855285e-06, 0.9999806880950928, 8.165718099917285e-06, 1.1575039815525656e-09, 9.728662007546518e-06]"
982,"(3, 3)","(2, 0)","[(1, 4), (0, 2)]","[8, 2]",-1,2,"[1.4128982002148405e-06, 0.9999525547027588, 4.038333827338647e-06, 1.139743965872242e-09, 4.193157656118274e-05]"
983,"(2, 3)","(2, 0)","[(1, 4), (0, 2)]","[9, 3]",-1,2,"[5.289829005050706e-06, 0.9993091821670532, 4.008665655419463e-06, 5.246688861149096e-09, 0.0006814731168560684]"
984,"(1, 3)","(2, 0)","[(0, 2)]",[4],-1,2,"[9.484605106990784e-05, 0.8960229158401489, 2.77768249361543e-05, 1.5624410707459901e-06, 0.10385283827781677]"
985,"(0, 3)","(2, 0)","[(0, 2)]",[5],-1,2,"[0.0010875437874346972, 0.012159643694758415, 0.00044717834680341184, 0.01116008311510086, 0.9751455783843994]"
986,"(0, 2)","(2, 0)",[],[],6.5,3,"[9.401117040397367e-07, 1.5916375994962095e-09, 6.898591527715325e-05, 0.9998118281364441, 0.00011826633271994069]"
987,"(1, 2)","(2, 0)",[],[],-1,3,"[9.662366210250184e-06, 2.5862715347102494e-07, 1.3705843230127357e-05, 0.9056656956672668, 0.0943107157945633]"
988,"(2, 2)","(2, 0)","[(4, 3)]",[0],-1,3,"[1.1050552757296828e-06, 1.822342528612353e-05, 6.988980771893694e-08, 8.075317600741982e-05, 0.9998998641967773]"
989,"(2, 1)","(2, 0)","[(4, 3)]",[1],-1,3,"[2.5937928512576036e-05, 7.389437087113038e-05, 8.301708476210479e-06, 0.0015091410605236888, 0.9983826875686646]"
990,"(2, 0)","(2, 0)","[(4, 3), (1, 3)]","[2, 0]",21.5,0,"[0.0003655753389466554, 0.2743910253047943, 0.7186803817749023, 0.006550905294716358, 1.2044752111251e-05]"
991,"(2, 1)","(2, 0)","[(4, 3), (1, 3)]","[3, 1]",-1,0,"[4.0257960790768266e-05, 0.1543162316083908, 0.8456094264984131, 3.386176467756741e-05, 2.5043669893420883e-07]"
992,"(2, 2)","(2, 0)","[(4, 3), (1, 3)]","[4, 2]",-1,0,"[9.885136387310922e-05, 0.30130013823509216, 0.698600709438324, 2.727290393522708e-07, 9.52967411649297e-08]"
993,"(1, 2)","(2, 0)","[(4, 3), (1, 3)]","[5, 3]",-1,0,"[3.822131475317292e-05, 3.0370983949978836e-06, 0.9999027252197266, 5.599132782663219e-05, 7.473356156140198e-09]"
994,"(1, 3)","(2, 0)","[(4, 3)]",[6],6.5,1,"[1.1673453315097504e-07, 3.967822598260895e-12, 0.02452007308602333, 0.975479781627655, 1.579935648976516e-08]"
995,"(2, 3)","(2, 0)","[(4, 3)]",[7],-1,1,"[1.4559294925220456e-07, 2.7924049791211436e-12, 0.0027346129063516855, 0.9972652196884155, 5.4214797984286633e-08]"
996,"(3, 3)","(2, 0)","[(4, 3), (2, 4)]","[8, 0]",-1,1,"[1.6193860574276187e-05, 2.839160684331432e-09, 0.0026377339381724596, 0.997307300567627, 3.8741167372791097e-05]"
997,"(4, 3)","(2, 0)","[(2, 4)]",[1],6.5,2,"[1.0828051017597318e-05, 0.9880020618438721, 0.011984944343566895, 1.713387121071719e-08, 2.0987911284464644e-06]"
998,"(3, 3)","(2, 0)","[(2, 4)]",[2],-1,2,"[0.00018514473049435765, 0.11815895140171051, 0.8816355466842651, 6.234069132915465e-06, 1.4203129467205144e-05]"
999,"(3, 4)","(2, 0)","[(2, 4), (1, 3)]","[3, 0]",-1,2,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1000,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
1001,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
1002,"(2, 3)","(2, 0)","[(0, 3), (1, 2)]","[0, 0]",-1,0,"[7.426287993439473e-06, 0.9999480247497559, 4.43357894255314e-05, 9.472639339591638e-10, 2.632845053085475e-07]"
1003,"(1, 3)","(2, 0)","[(0, 3), (1, 2)]","[1, 1]",-1,0,"[0.0003500897728372365, 0.9995511174201965, 9.240351209882647e-05, 1.045037745228683e-08, 6.339657375065144e-06]"
1004,"(0, 3)","(2, 0)","[(1, 2)]",[2],6.5,1,"[0.0003001087170559913, 2.902183723563212e-06, 0.00044446391984820366, 0.9949853420257568, 0.004267201293259859]"
1005,"(1, 3)","(2, 0)","[(1, 2)]",[3],-1,1,"[0.0023903867695480585, 0.007386287208646536, 2.2825093765277416e-05, 0.0016759231220930815, 0.9885246157646179]"
1006,"(1, 2)","(2, 0)",[],[],6.5,2,"[9.121035873249639e-06, 2.687766311737505e-07, 6.1029177231830545e-06, 0.7784100770950317, 0.22157442569732666]"
1007,"(2, 2)","(2, 0)",[],[],-1,2,"[5.775971771981858e-07, 1.1044322491216008e-05, 4.356797589366579e-09, 2.3441225494025275e-05, 0.9999649524688721]"
1008,"(2, 1)","(2, 0)",[],[],-1,2,"[3.908510279870825e-06, 2.659275196492672e-05, 3.471031959634274e-07, 0.0001483326341258362, 0.99982088804245]"
1009,"(2, 0)","(2, 0)",[],[],14.0,0,"[0.0003494184056762606, 0.0038238673005253077, 0.48089489340782166, 0.5149029493331909, 2.8866143111372367e-05]"
1010,"(2, 1)","(2, 0)",[],[],-1,0,"[0.0001258287375094369, 0.0003503488842397928, 0.8719269633293152, 0.12759311497211456, 3.720449740285403e-06]"
1011,"(2, 2)","(2, 0)",[],[],-1,0,"[5.403256000136025e-05, 8.17106592876371e-06, 0.9991822838783264, 0.0007553067407570779, 1.8750439778614236e-07]"
1012,"(2, 3)","(2, 0)",[],[],-1,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
1013,"(2, 3)","(2, 0)",[],[],0,0,"[0.9373162388801575, 0.005168496165424585, 0.03548790514469147, 0.01970592699944973, 0.0023214477114379406]"
1014,"(2, 3)","(2, 0)","[(4, 4)]",[0],0,0,"[5.7651172937767114e-06, 7.628250253688407e-10, 0.18942183256149292, 0.8105721473693848, 1.787082197779455e-07]"
1015,"(3, 3)","(2, 0)","[(4, 4)]",[1],-1,0,"[7.183820707723498e-05, 2.8237273852482758e-08, 0.3056636452674866, 0.694259524345398, 5.0356484280200675e-06]"
1016,"(4, 3)","(2, 0)","[(4, 4)]",[2],-1,0,"[0.00029466269188560545, 0.00011503150017233565, 0.9939694404602051, 0.005605567712336779, 1.529642759123817e-05]"
1017,"(4, 4)","(2, 0)",[],[],6.5,1,"[0.00026017785421572626, 0.7445411086082458, 3.470222225132602e-07, 2.0833313101320527e-06, 0.25519630312919617]"
1018,"(3, 4)","(2, 0)",[],[],-1,1,"[0.00012990651885047555, 0.017130229622125626, 5.050066675948983e-08, 7.112423190847039e-06, 0.9827326536178589]"
1019,"(3, 3)","(2, 0)",[],[],-1,1,"[0.00011306224041618407, 0.06013438478112221, 8.577266896736546e-08, 5.185297140997136e-06, 0.9397472739219666]"
1020,"(3, 2)","(2, 0)",[],[],-1,1,"[9.269015572499484e-05, 0.424556165933609, 5.261302362669085e-07, 4.330903266236419e-06, 0.5753462910652161]"
1021,"(3, 1)","(2, 0)",[],[],-1,1,"[4.4346030335873365e-05, 0.966650128364563, 7.216549875010969e-06, 2.1377518351073377e-06, 0.03329619765281677]"
1022,"(2, 1)","(2, 0)",[],[],-1,1,"[1.0953217497444712e-05, 5.2393701480468735e-05, 6.02680003680689e-08, 0.00013730926730204374, 0.9997993111610413]"
1023,"(2, 0)","(2, 0)","[(0, 4)]",[0],6.5,0,"[0.00014642289897892624, 0.5750235319137573, 0.4243159294128418, 0.000511746562551707, 2.419768861727789e-06]"
1024,"(1, 0)","(2, 0)","[(0, 4)]",[1],-1,0,"[0.0005410066805779934, 0.17064061760902405, 0.7909078001976013, 0.03788446635007858, 2.6098286980413832e-05]"
1025,"(1, 1)","(2, 0)","[(0, 4)]",[2],-1,0,"[0.00015284857363440096, 0.13050270080566406, 0.8675394654273987, 0.0018021416617557406, 2.795373575281701e-06]"
1026,"(0, 1)","(2, 0)","[(0, 4)]",[3],-1,0,"[0.0002393535105511546, 0.0017349404515698552, 0.7771057486534119, 0.22091136872768402, 8.554519808967598e-06]"
1027,"(0, 2)","(2, 0)","[(0, 4)]",[4],-1,0,"[4.8409630835521966e-05, 4.494172026170418e-05, 0.9954719543457031, 0.004434584174305201, 1.5863317059938709e-07]"
1028,"(0, 3)","(2, 0)","[(0, 4)]",[5],-1,0,"[0.0012371487682685256, 9.933671390172094e-05, 0.9985085129737854, 0.00015480753791052848, 8.334217227456975e-08]"
1029,"(0, 4)","(2, 0)","[(4, 4)]",[0],6.5,1,"[8.286265256174374e-07, 7.745415420146173e-11, 0.06855867803096771, 0.9314404129981995, 6.987246337075703e-08]"
1030,"(1, 4)","(2, 0)","[(4, 4), (3, 4)]","[1, 0]",-1,1,"[2.4866926651156973e-06, 6.469687285903802e-11, 0.0018750432645902038, 0.9981222748756409, 9.633276931708679e-08]"
1031,"(2, 4)","(2, 0)","[(4, 4), (3, 4), (0, 0)]","[2, 1, 0]",-1,1,"[0.000253548874752596, 2.6323149882045982e-08, 0.0027904119342565536, 0.9969366788864136, 1.9245826479163952e-05]"
1032,"(3, 4)","(2, 0)","[(4, 4), (0, 0)]","[3, 1]",6.5,2,"[4.852584970649332e-05, 2.8331678336712685e-08, 0.0034542663488537073, 0.9964040517807007, 9.314159979112446e-05]"
1033,"(4, 4)","(2, 0)","[(0, 0)]",[2],6.5,3,"[1.6203348423005082e-05, 0.1211908832192421, 1.340207944622307e-07, 6.711624678246153e-07, 0.8787921667098999]"
1034,"(3, 4)","(2, 0)","[(0, 0)]",[3],-1,3,"[2.7003627565136412e-06, 0.0011329312110319734, 1.1521030351957506e-08, 1.4202674947227933e-06, 0.9988629817962646]"
1035,"(3, 3)","(2, 0)","[(0, 0)]",[4],-1,3,"[2.1033918073953828e-06, 0.0022649154998362064, 2.0290622515517498e-08, 8.605745165368717e-07, 0.9977320432662964]"
1036,"(3, 2)","(2, 0)","[(0, 0)]",[5],-1,3,"[2.5793838176468853e-06, 0.005200133193284273, 1.8935071466330555e-07, 1.1221146678508376e-06, 0.9947959780693054]"
1037,"(3, 1)","(2, 0)","[(0, 0)]",[6],-1,3,"[4.791912215296179e-05, 0.09632393717765808, 2.2136320694698952e-05, 9.446891453990247e-06, 0.9035965204238892]"
1038,"(3, 0)","(2, 0)","[(0, 0)]",[7],-1,3,"[0.00016062620852608234, 0.9924001693725586, 0.0008366092806681991, 2.212855724792462e-05, 0.006580388639122248]"
